Algorytm;Funkcja testowa;Liczba szukanych parametrów;Prawdopobieñstwo mutacji;Prawdopobieñstwo crossover;Liczba iteracji;Rozmiar populacji;Znalezione minimum;Œrednia wartoœæ znalezionych parametrów;Odchylenie standardowe znalezionych parametrów;Wartoœæ funkcji celu;Odchylenie standardowe funkcji celu
GA;Sphere;5;0,1;0,9;60;40;(0,00012941328058980827, -0,00010117727486227805, -3,4672384910033286E-05, 0,00014749158323451602, 0,0004049150954999631);(-0,03625155963662059, 0,0144510781618506, 0,002741199682326085, 0,01718012123610209, -0,004241369982341042);(0,012368080967880996, 0,03375989077100653, 0,0003988403982916648, 0,010593756822158271, 0,000722087004305646);2,138968141056913E-07;0,05679419236230097
GA;Sphere;5;0,1;0,9;80;40;(-6,5710796862777335E-06, 8,412868949219407E-05, 2,2384167639920955E-05, -3,1474921664085753E-05, -6,15926399324272E-05);(-0,019418399053756842, 0,0009746217104149912, -0,006302376470708838, -0,01396470829369438, 0,0008099780430426721);(0,009389903332578832, 4,984777622227991E-05, 0,00030162862274417347, 0,005967660643042843, 0,00025967049166983905);1,240619043245546E-08;0,015783688523571156
GA;Sphere;5;0,1;0,9;100;40;(-7,119389239691569E-06, 0,00026631460820300735, -5,833038232119986E-06, 1,8838801259690103E-05, -0,00024324500745890806);(0,0009595607513229636, -0,0028404129048132686, 0,0002791831080645962, 0,0015327389353049774, -0,04427688943001779);(4,657009453808386E-06, 0,00018719735653504327, 9,728647289347092E-06, 3,3260243005486695E-05, 0,039289893401802764);1,3053121466707127E-07;0,03952035869693709
GA;Sphere;5;0,1;0,9;1000;40;(-5,244849664917256E-07, -1,1115844198631672E-07, -2,1856692775458835E-07, -6,328220607355349E-07, -8,142697923885498E-07);(-4,861274592792766E-08, 1,6576955910763249E-06, -4,1922981437093123E-07, -5,651511693325135E-07, -2,1109105506166873E-06);(7,225728491680173E-11, 8,606603286537426E-11, 5,088641058438306E-11, 2,3610065844854598E-11, 2,403501973778277E-10);1,3987112365587924E-12;4,5721290271568013E-10
GA;Sphere;5;0,1;0,9;5;80;(-0,0784982568413907, -0,07171066638507106, -0,30154102343632694, -0,033693820264140584, 0,19503068109170618);(0,2850024608270001, -0,22373780698538495, 0,1377655731104424, 0,07934928378638495, -0,18790721085037515);(0,4364517401319519, 0,7801095074329849, 0,5072388863535885, 0,39258122668354983, 0,4632067363320595);0,1414036249066424;2,6424784829009313
GA;Sphere;5;0,1;0,9;10;80;(0,18050412829390014, -0,018309606736278128, -0,08907365661816108, -0,17386156203368042, 0,1646482485590931);(0,04664617420594987, 0,029493456630471683, 0,016279649321479107, 0,04991021645045262, 0,018020768441554806);(0,08876503296846468, 0,06211483687089805, 0,058662986305237974, 0,07189857519716654, 0,13907311013660184);0,09818798683967621;0,40561534873990146
GA;Sphere;5;0,1;0,9;20;80;(-0,002748570712406532, 0,004522091487744236, -0,0031225961743108605, 0,002990542361155568, 0,009053942487142305);(-0,012886372905048963, -0,01307777544192179, -0,014012071529996301, -0,0017443552564778096, -0,009351707630949857);(0,006193511885806066, 0,005614747654393404, 0,0015459269940509258, 0,0007541672227009636, 0,003653438278414878);0,00012867177742679516;0,017497624610192542
GA;Sphere;5;0,1;0,9;40;80;(-0,00014927889733474552, -0,00020846292561910954, -0,000544578685798891, -8,06150980594755E-05, 0,0004044054601287411);(0,035234450583093095, -0,009668486013841704, 0,004548759795589541, 0,009636184631064535, 0,01924333830426786);(0,018354975007666575, 0,0006819198260091992, 0,00131101532382464, 0,002710942841075897, 0,007404006464905722);5,323494957906807E-07;0,030758515959014642
GA;Sphere;5;0,1;0,9;60;80;(-6,30963219705964E-05, -7,35288813592402E-05, 6,795771847796077E-06, 2,4332784155797438E-05, 9,944126970299278E-05);(8,578308205416463E-05, 7,671198071750338E-06, -2,0007938340456246E-05, -4,971473870135168E-05, -9,951326985954006E-05);(1,804769350170598E-07, 5,825555553970963E-08, 9,671478317120471E-09, 6,664792893008248E-08, 6,901703947321875E-08);1,9914475260081663E-08;3,850578385788159E-07
GA;Sphere;5;0,1;0,9;80;80;(-4,074782436455757E-06, 1,2848895895716795E-06, -6,04143532541314E-07, 1,4398320296132902E-06, -8,469712363942672E-06);(1,345746688713054E-05, -3,264491817310777E-05, 1,8639116910506418E-05, -1,1266600531925305E-05, -7,785992482836481E-05);(4,358737704344386E-09, 1,0178002687997265E-08, 2,8792287530463224E-09, 1,5064633803643336E-08, 1,561900639776134E-07);9,242892637117318E-11;1,8702044853888766E-07
GA;Sphere;5;0,1;0,9;100;80;(-2,9618643531226504E-08, 1,553289648615112E-06, -1,4178304540989118E-08, 2,4180179896187126E-07, -6,823662171633268E-07);(-1,1794364155916175E-05, 7,639921159179866E-06, 5,027849328087161E-06, -1,9380922766221714E-05, -1,1510438151893772E-06);(9,757414580774007E-09, 6,235353556315085E-09, 4,1752176603226565E-10, 2,621452921388692E-09, 7,1099755858760384E-09);2,9378787851661306E-12;2,5434332249028313E-08
GA;Sphere;5;0,1;0,9;1000;80;(5,30325846571778E-08, 1,2548700241727612E-13, -2,4610794486862226E-11, 8,307431938133741E-17, 9,643061303869986E-15);(-6,309528648939921E-07, -1,320279133330898E-07, 1,652052726186297E-07, -3,5356700333489326E-07, -7,980644852769709E-07);(3,6965219688968376E-11, 2,790546893527078E-12, 1,1859919777507993E-13, 2,3903603904360818E-12, 8,090679150785221E-12);2,8124556411277756E-15;4,9042377273642884E-11
GA;Sphere;10;0,1;0,9;5;10;(0,9561319295579107, 0,23015543840284813, 1,5996671389097457, -2,716996675720987, 2,8631432137196455, 0,11612593400720893, 2,3520872859786226, -3,004271688111658, -4,818727577338473, -4,068044050535806);(-0,05040625504059233, -0,35479450870203805, 0,19354672421739108, 0,7069318505330238, 1,1614788073462627, -0,5602509905514206, 0,4806274835537452, -0,19691218531793392, 1,0228465863570322, 0,7484095246503031);(11,541030801285261, 15,40189864675778, 13,869700908660766, 11,195836143516512, 16,783728756121995, 14,251636247002395, 10,511341648630761, 8,248405749282218, 9,814305612656492, 18,342134074183992);73,44632081710466;127,66667390321068
GA;Sphere;10;0,1;0,9;10;10;(3,5543868998851678, -0,22997172175324027, 1,824650486448001, -1,4050508845511445, 1,8249862151132088, 0,31408671259358534, 1,4774333974069087, -0,5074512009601868, -0,503897749479918, 1,7238542340789698);(0,2018848287340123, -1,2359832755061224, 0,3324326237949459, 0,29228517247043195, -0,24858747154723404, -0,001113026654250815, -0,8689206914448928, 0,5757965404204993, -0,9301083708458476, -0,5276227735236605);(13,612722697166568, 13,907098790153361, 5,999043084628134, 6,4582850987294895, 6,647880047249627, 5,747587024762453, 7,7386687786101644, 8,689388935506996, 7,43435448769372, 9,953879265153557);27,085198288547573;85,93566617846263
GA;Sphere;10;0,1;0,9;20;10;(1,04133980581856, 0,795448487803657, 1,2615031446905052, -1,6351134559969596, 0,6916550862006039, -0,9256592067816403, -0,1351490743602614, -2,527124996683668, -3,619096071937262, -0,43840491002896087);(0,9005103180773611, 0,45020952249614377, 0,167214142750746, 0,8324020067424819, 0,03999198741497012, -0,23010296999552576, -0,4596440964126901, 0,1505505830416996, 0,5685396677794504, 1,4957924766469655);(16,71092470662713, 15,638389591054485, 18,61630417246356, 13,467779287292256, 16,072507062990613, 5,726409654208808, 11,777393655600335, 10,663091907325517, 12,352681565641882, 10,430529645326859);27,012026075557582;129,46678919989148
GA;Sphere;10;0,1;0,9;40;10;(1,0002651553985413, 2,5360715212161304, 3,0204959011176187, 0,3094279213656791, -0,18436405846311735, 0,07633065704738679, 0,5496116514589681, 1,5849165644671885, -0,9569723827661862, -0,5383011669030697);(-0,23884119136342927, -0,6891957714081606, 0,6621383682044573, -0,8720565554124441, -1,9244804509240683, 1,0381318663138006, 0,8520237413798067, 0,6170070149736452, -1,3023352946940898, 0,15797552430550363);(4,026945419569041, 11,042411787000976, 8,61608329970127, 5,425151335858889, 7,17696842999901, 7,998754974690207, 9,275291338137412, 9,549464053634338, 6,696748614528249, 20,800356604752256);20,710744515683594;95,41773122181529
GA;Sphere;10;0,1;0,9;60;10;(-0,307222169010625, -0,1237531240116734, 0,17649608093005764, -0,10144228050405785, 0,6069416194050055, -0,5862050246888509, -0,14520062634371253, -0,10178565485022409, 0,3360473551282616, -1,497047048059823);(-0,1417294951660893, -0,6100737816482971, -0,25526524020537034, 0,7338804549559514, 0,0818719039159446, 0,3967943604327601, -0,1749039771753123, 0,5140289962244496, 0,5694061257195082, 0,7687879895635079);(9,435059751741527, 10,203770364468102, 9,888015357925074, 12,532998937559915, 17,819070322241462, 8,981341153084719, 7,016909516980455, 11,925694510198966, 3,576380597680552, 11,255467245790312);3,2486773904454274;99,873214795883
GA;Sphere;10;0,1;0,9;80;10;(4,268567181166394, -0,04624053007449222, 1,5633709977335006, -0,3369544551708086, -0,047802626312252634, -2,0236046876842155, -0,16812107431343512, -0,5471921189333735, 0,4280104778191192, -2,38221621390748);(0,10599937890963129, -0,05104726983314591, 0,3628614535899336, 0,6269182274179292, -1,1115596573080253, 0,05101878596922238, -0,14306641567338824, -0,4233804820816028, 0,6937391037908452, -0,4561330843962085);(11,483559699173048, 6,449196766776666, 15,461289512882471, 5,201854375494391, 8,614794414070252, 6,657453711441497, 7,905874729183016, 8,16190547098678, 8,07789396688183, 7,2546005250933066);31,063563140843698;83,67075675882809
GA;Sphere;10;0,1;0,9;100;10;(0,21195673713125615, 2,246076331592774, 1,6468898251295434, -0,6973548707891365, -0,3058429714973543, -0,3207245400983551, -1,0730120009175552, -2,6800998296394174, -0,15885147153121995, 1,8772213279440744);(-1,3903167155727292, 0,7511351911075846, 0,23504298434147647, 0,058832036145373766, 0,26635986260344985, 0,08811601301668753, -0,10941399751862506, -1,2333806785013905, 0,07531996066565896, 1,3075686344039252);(10,204429684576743, 8,86763135110927, 8,664744236821036, 10,506462958718997, 4,07620389514736, 7,020380390964008, 4,7779589441629, 7,484544581663246, 6,97543693701602, 7,661657600538055);20,36822216656284;78,31068926882934
GA;Sphere;10;0,1;0,9;1000;10;(0,00018676639630842498, -6,744906058332251E-05, -7,944360730090293E-06, -0,00030049410760510376, -0,0004297394526398507, -8,707858064199206E-07, -0,00018096845615909497, 0,00016530518016105895, -9,785597743257215E-05, -0,0004388832414228922);(0,0004314608171090839, 0,0010527933733478021, 6,137617934566679E-05, 0,0005047073221755796, -0,002374243347749351, -0,01904988229142973, 0,0008544934822091687, 0,0002056291438939589, -0,001420981051017852, 0,0013853181491918752);(9,514271293340715E-06, 2,4671914189616984E-05, 1,0388399953479457E-05, 5,131198461821602E-06, 9,83361323356435E-05, 0,007251683619188667, 1,8915629883443904E-05, 2,7892254932527952E-06, 4,663217361684557E-05, 3,668305838614897E-05);5,767373161933601E-07;0,007504307153271708
GA;Sphere;10;0,1;0,9;5;20;(-0,5048284301140189, 0,01158392900854821, -2,410291396679889, 2,8399590515868898, -0,8718040226219774, 1,753706949897639, 0,41657825931476844, 0,7796115442880205, 1,1516099566252556, 1,173076199215617);(0,981206557918371, 0,16584027669682722, -0,2879132596957182, 1,5543151053781679, -0,8457710611127442, 0,08171139854374021, 0,8372871482707426, 0,5212727262185364, -0,25883557721983164, -0,21192472446798508);(8,200481970400638, 8,621245774863604, 7,558429496218834, 8,537674352229482, 3,0301721875223344, 6,7761181138586455, 7,496467879759391, 6,968405745813337, 4,787859633778686, 8,204836013592846);21,449033150326652;71,96835381733014
GA;Sphere;10;0,1;0,9;10;20;(-1,0361092159555332, -0,8496942797645666, 1,2462632282431825, 1,0625494033714435, 1,5572676264416583, -0,8394898048702715, -1,7505367267027105, 1,1764649826593332, -1,2424210469019838, 0,6108167974980713);(0,42674028802351127, -0,8623596035067598, -0,12141775650909885, -0,08594691495480551, -0,3696838508891547, -0,15544299534240516, -0,29330953779696095, -0,10225587993365867, -0,3381446955403299, -0,24293525384389011);(3,3973596864480906, 4,963574426515711, 3,3895514398014526, 2,2759144253053547, 3,402955506248677, 4,805056497312623, 5,844781808865699, 3,3388411707359014, 1,5115046452927767, 3,430560667830548);13,972667442822596;35,92067056064285
GA;Sphere;10;0,1;0,9;20;20;(-0,8021582253472467, -1,51411747607782, -0,10459791024317654, 0,1651678992049051, 0,03974555671786434, 0,071648321182451, -0,0398108742146079, -0,25083293149890573, 1,1743470451749591, 0,6381189168162671);(-0,01783916348343915, 0,09749041683619408, -0,5825696595209375, 0,4575829296945222, -0,0626152866248387, 0,20553115560804264, -0,8574194357937068, -0,3122562589054839, 0,48180159422695673, -0,19319371818551895);(3,3521088846234286, 1,5470577998825508, 3,113794019203015, 3,220685615802737, 2,6557290900305914, 4,259336653386069, 2,1732123624319812, 3,7335223870158365, 8,587098602941907, 3,1594717337920946);4,83173269855858;35,71880083361866
GA;Sphere;10;0,1;0,9;40;20;(0,44691860814868545, -0,9668644534848782, 0,18708794903216303, -0,8441331284920268, -0,14195857528073996, 0,8054941972614722, -1,0177132339447246, -1,6882596534696346, -0,18542993675065003, 0,4355250874831395);(0,10174386669622959, -0,06099233402048134, 0,15727268624906832, 0,17624204347823613, 0,5881371613796464, 0,45091201336730435, -0,4744828864713817, -0,021583657105219624, -0,5371448515295395, 0,2506907888485955);(5,344995490979141, 3,1813067852509063, 4,315738499670294, 5,162780430217531, 0,8873088483757834, 2,2605710665462193, 4,267577062926134, 2,7226119438796634, 5,176064169610023, 1,4028592770775585);6,661126139280795;34,18178802209668
GA;Sphere;10;0,1;0,9;60;20;(-0,3822194526894791, 0,24855003559578226, -0,17503314778565496, -0,2402511069237247, -0,12426927633814105, 0,6249725903663489, -0,3208912040672603, -0,26708307309054125, -0,7079883548891891, 0,5845293343289588);(-0,4926615546258673, -0,05187088322267615, -0,45751654914025874, -0,36283569795118564, 0,18185337552452963, -0,28847866603543826, -0,5449442241290307, 0,2159805270569682, 0,480072638457201, 0,565228434928547);(4,680241771217126, 3,021079790283261, 2,176355519945855, 2,79139455340874, 2,0624056623555025, 2,4744538888573437, 1,2005358196961469, 3,9572631944569543, 2,710505249094279, 2,753579505541817);1,7194862052905482;28,032656647765464
GA;Sphere;10;0,1;0,9;80;20;(0,22278224139407782, 0,3161775886855705, -0,11752432397056616, 0,12739133479340997, -0,016427878554376045, 0,0800924305556577, 0,0649711957821891, 0,05133597181249042, -0,09675513484329809, -0,09412175984601373);(-0,13677937764549192, -0,02797433942446974, -0,11999533557601079, -0,16039254173313477, 0,1818809178978263, 0,1803026143439204, 0,37180365007839355, 0,6508790765205543, 0,1630227664759358, 0,42870456221355224);(3,4129347519358615, 2,744287416837803, 2,487855208507011, 1,8140487162780652, 1,1744952653206753, 1,447529375775458, 2,351190727805556, 4,640541300495563, 2,2617225043148705, 3,044057363687866);0,21140248627724223;25,00718056078039
GA;Sphere;10;0,1;0,9;100;20;(-2,123390013838137, -0,20682373826087866, -0,5397988903364678, 0,8425347350909409, -0,3092767639754094, 1,0922071707135101, 0,35220066449541704, -0,46927393298915954, -1,0457640141587918, -0,29484947372383735);(0,16203189790928063, 0,14060638676402826, -0,15850680384862245, 0,6610986255913732, -0,35710076074101127, 0,019457418775634578, -0,3866605083265409, -0,060039451177899814, 0,20838210130270202, 0,10012677603365208);(3,900243111754146, 2,283471695496295, 2,892311424651537, 3,482914061228044, 0,8660778100216772, 1,5368249154423863, 2,411446498923796, 3,309304965433837, 3,5660021113446305, 2,7051664608949206);8,366199369630944;26,448734294282257
GA;Sphere;10;0,1;0,9;1000;20;(-4,039883055959346E-05, -1,7230926440321617E-05, 8,780651752414523E-06, 4,515491690980757E-06, 3,1905134823748574E-05, 2,6651525536960693E-07, -1,5244407238103677E-05, -1,0780824360064655E-05, -5,325442754818086E-06, -4,576057680859497E-05);(1,795493710049528E-05, 1,8624069385575315E-05, -8,298469322159055E-06, 2,753150299734471E-05, 3,2596871317060465E-05, 2,3988565396856994E-06, -9,141709434427172E-06, -2,3727355867235714E-06, 6,354503808504134E-06, 6,391551553640706E-05);(6,29203630395396E-08, 1,2088165499087891E-07, 3,113355379701109E-09, 1,4397965985506163E-08, 1,20681616346557E-08, 6,813554000186699E-10, 2,999652280507999E-09, 1,0403272837396569E-08, 5,952952947579705E-08, 3,3510987651970055E-08);5,515477361799808E-09;3,112601518221623E-07
GA;Sphere;10;0,1;0,9;5;40;(1,1362228163575758, -0,5554779782859889, -1,0459891709461182, 2,297222574912519, -0,20884017017757578, -2,6943945134895397, 1,2569556080495352, -0,901708568096033, -1,9617853628185131, -0,20290188686345179);(-0,27119037835648113, 0,17285651425442045, -0,17862976033269154, -0,43236015198694905, 0,49713833559668547, -0,11875309739265134, 0,331932226011088, -0,1675177803615906, 0,4209055314331791, -0,150596434636835);(2,861885273907158, 3,4365783614004606, 4,189289903633001, 3,379264334124223, 3,0447271530067703, 3,8414987421294513, 2,6793529073282114, 4,991100123840119, 3,8076556058312567, 4,871587153918131);21,5570457160455;36,16939085407736
GA;Sphere;10;0,1;0,9;10;40;(-0,36531477545430846, 0,5295694694494502, 0,5046445063727668, -0,9966991487089794, -0,03819984637597564, -0,7041716143969969, -1,173172706406305, 0,7775820284623504, 0,8075300794324543, -1,4440203086296495);(-0,37207220499241667, -0,4060399287601825, -0,1463394730693526, 0,0010090123413855124, 0,2509269257565069, -0,46894191530291146, -0,44738038362016275, 0,3379325217867536, 0,04019497965488904, -0,26071907618976653);(2,331854281857481, 2,019664326062697, 1,7173274594328563, 2,468915699065261, 0,863794367480636, 1,984020002653834, 1,5547131418239475, 1,6629249213381425, 1,0130057273815538, 1,8415529734232179);6,877558360740615;17,576415176458816
GA;Sphere;10;0,1;0,9;20;40;(-0,055169010909862565, -0,4238266430019899, -1,3209943967299087, 0,41598744799332, 0,785124530003868, 0,23938044110687368, -0,562998094045766, 0,5063818249910895, -0,3268624003207699, 0,4008413274902738);(-0,2311925269978646, 0,1741690878005498, 0,004667559302257554, -0,11305742938646857, 0,04861179700633722, 0,32026890903706007, -0,3260366377001516, -0,01874964590962147, 0,023257501082939114, 0,21777602798073437);(1,4369673488705879, 1,0581548720971063, 1,1740461502974993, 0,7028520659675666, 0,37798153578740423, 1,369709908381082, 0,44132391952667066, 0,3473272600758943, 1,9821555650943927, 0,5299145594051307);3,615370124509327;9,305554179330636
GA;Sphere;10;0,1;0,9;40;40;(-0,2059954745890423, -0,23408501966114012, -0,0633892171586221, 0,08652110743608675, 0,0011013902205479834, -0,19572445825960083, 0,0957983952978135, -0,16543645303139606, 0,2822603905582135, 0,5207449667242581);(-0,34635537517147996, -0,26288284565224973, -0,10664919623090299, 0,24260662743929312, 0,08512544149871812, 0,026527083952451437, 0,00545410767315849, 0,0707030829925858, -0,4386633060447703, -0,5798340165085483);(0,43467835455371306, 0,8709250280578533, 0,47539780957284106, 1,3372590741139263, 1,4007021833341795, 0,35031768420408943, 0,3732214572827259, 0,5757954444950032, 1,4838677177991126, 1,8817576397042226);0,5344361044662724;9,525639419623452
GA;Sphere;10;0,1;0,9;60;40;(0,03796799202903092, -0,030829837299368775, -0,007468510063643664, -0,005568769258284256, 0,014289375608560544, 0,017955885770443727, 0,003892771291575018, 0,009806604589461677, -0,010709227075483885, 0,008010667025651352);(0,1729073546421421, -0,29999045949920616, -0,1566025073336354, 0,08851583365940269, 0,006989064969843103, 0,008249002256377145, -0,08004476162088447, 0,09035786324427275, -0,15500186274926844, 0,12234364017180481);(0,5526781294967784, 0,7226459094885622, 0,34118641270397304, 0,09939522151376086, 0,061342436165631, 0,05718557737801542, 0,07853600728380257, 0,3283085723085402, 0,3065305693996972, 0,9098724152444152);0,003295618701981309;3,49072995975213
GA;Sphere;10;0,1;0,9;80;40;(-0,0006858336539313815, -0,005054264700410573, -0,0006027573548895105, -0,007754271613295482, -0,000951947033291507, 0,010441278678388843, 0,0009137489401722584, 0,0006108126800280491, -0,0011376419818162984, -0,008271287977921352);(-0,11646453831519325, -0,06806944620812962, 0,15526979715136985, -0,0013984164095040344, 0,10970410749438357, -0,10906110563782592, -0,07029626872037938, -0,046824910157740575, 0,011714846014497182, 0,09944790171606413);(0,4319135449399079, 0,043857638633420314, 0,8889566418378273, 0,04026992916552277, 0,5245378381073063, 0,24533038662179807, 0,21728783219559195, 0,2107177067020295, 0,3001832549707909, 0,3161287134709021);0,0002673509710865309;3,1416229923250207
GA;Sphere;10;0,1;0,9;100;40;(-0,004267941275105354, -6,407509917294267E-05, -0,0007003454308067251, -0,0014881702666847108, -0,0009992417933509029, -0,0004609335584817237, -0,0007479968126068558, -0,0008935753801648169, -0,004488543278622151, 6,638985252588325E-05);(-0,017474539574317115, -0,023430703763532207, -0,017456997988013572, 0,024259873728818066, -0,010816172623515672, 0,006872891964886588, -0,13579914172883045, -0,012539634604031156, 0,003167285784023085, -0,0480099281737797);(0,13269937634817675, 0,03316739833629016, 0,00706882996923832, 0,0038656826562778147, 0,009726536188805854, 0,07251646441405364, 0,26360793938539184, 0,0016502353527020404, 0,005011363877925275, 0,06309479913532502);4,36449112863812E-05;0,5856137005122194
GA;Sphere;10;0,1;0,9;1000;40;(1,2872848765775203E-07, -2,0981545751583907E-06, 9,2574181198501E-06, -6,552344424594996E-08, 1,9242506130652434E-06, 1,8597597648295592E-06, -4,3510756995421585E-11, 1,3247095392883755E-06, -8,558781035914717E-07, 1,1964152889039098E-05);(-1,2978441029293301E-05, -4,31360900219088E-06, -6,383408508703426E-07, -1,0362848075799425E-06, -1,303513279467213E-06, 2,444820750414482E-07, -3,9196105994255603E-07, 7,71036377963164E-07, -2,115981796948816E-06, -5,134243188964655E-06);(2,1825650755056004E-09, 1,0353008579645308E-10, 7,353329189098927E-11, 1,813305056482232E-11, 4,571826471015E-11, 1,3127623421314926E-11, 5,6959894546896055E-12, 1,6744427749708684E-11, 1,8771771001663404E-10, 1,4588381006030551E-09);2,4291269106291316E-10;4,1221968391585485E-09
GA;Sphere;10;0,1;0,9;5;80;(-1,0786085840889221, -0,6254249611676208, 0,90814939538999, 1,0396719697964933, -0,04425665064761075, -0,0685945287226879, 1,5281572231826102, 1,337103962441945, -0,5722253572196936, -1,4960427011326045);(-0,41867894515057336, -0,5468151972871661, 0,26144577075470476, 0,19626404321082028, -0,33253040622917945, 0,21920057334075543, -0,3438585107836361, 0,5442120622478605, -0,11304436041440295, -0,20068848835944336);(2,589543109740039, 2,043543885681116, 3,2211352252549137, 1,2164794086669282, 2,355822928794102, 2,972723066736698, 2,2757644245588007, 1,852341359035394, 2,7428296531317713, 3,0830472712931156);10,155566977547268;24,342826904383582
GA;Sphere;10;0,1;0,9;10;80;(0,420787907913498, -0,7750798851234658, -0,08350683150734109, 0,3368890658540899, 0,22930681198238537, 0,5490982339793037, 1,095014893822635, -0,26306715205910824, -0,26983005477468924, -0,3611420375991665);(0,09182693810420692, 0,0553062339473008, 0,19686340339126554, 0,027631901256397074, 0,1963870710786722, -0,0667252565968686, -0,09058804071084646, -0,051816073651558506, -0,1697638831158223, -0,09725609746402002);(0,6280086677572306, 0,4551933500815619, 0,37077310250244766, 0,7071678019168525, 1,268865209072551, 0,6511704592063831, 0,9460542850301747, 1,0638165218912625, 0,7980118330152443, 0,9407442033450749);2,723863183917251;7,581514614432471
GA;Sphere;10;0,1;0,9;20;80;(0,25467932934282295, -0,06562685578039885, -0,06753120985415217, 0,14091041478183758, 0,15831749720411076, 0,24903366771687596, 0,08460375487004072, -0,006367908227357333, 0,009935232389270077, 0,056215183000132875);(0,03406646913919847, -0,08621604161033888, 0,17514877067575566, 0,0500524965091683, -0,062227033223554384, -0,023436773303942424, -0,10883481230703689, -0,11285063888694769, 0,05736867498090838, 0,008112398568801655);(0,15215995540574317, 0,15779416981756567, 0,24831485656423427, 0,1279116556246673, 0,09187240405148762, 0,13495263864576842, 0,08082936872802293, 0,11214108661571269, 0,20056355147774318, 0,15881531882075725);0,19112405310564862;1,4662220748441237
GA;Sphere;10;0,1;0,9;40;80;(0,011282719135450148, -0,014529791114707848, -0,0027420730625977, 0,013136936389658752, -0,0040889411827437425, -0,004219045102180019, 0,00214643986554262, -0,006139412742387971, 0,00857613872854546, 0,024889215021343017);(0,005977445187589769, -0,005241094831276606, -0,005993150521779062, -0,01545352557569682, 0,008715209683174307, 0,02241946048832028, 0,008565425549714968, 0,022386099716159104, -0,07901811055386872, 0,045679062400888204);(0,011234724663011257, 0,03169095466802956, 0,0025563484982150837, 0,0042821217861448565, 0,005075157771903605, 0,008059166958432444, 0,0027444623712757433, 0,010821774021197276, 0,07114089170263706, 0,02722754344155954);0,0012883551976709178;0,1759129464212688
GA;Sphere;10;0,1;0,9;60;80;(0,0030264596010510124, -0,004602359900967312, -0,004445190949279806, -0,0017352632433105773, -0,0018993207915453034, -0,0008979524860968577, -0,003291001183023427, 0,0029670563069366836, 0,00439784598458149, 0,001421473185267981);(0,0010058197140714376, -0,014089702363931988, -0,0034366916592489514, 0,012752730427046374, 0,007865942189893818, 0,026678162669766903, -0,00671105131952354, 0,057814907625082325, 0,019510310223567896, 0,005767650406879229);(0,00163078401148487, 0,0009142807411153045, 0,002218977931569943, 0,0011625658111097152, 0,001151243096679886, 0,02397346334143249, 0,00026884386982760816, 0,02858722036743363, 0,006349640008216947, 0,0010948963125678968);9,852152084618313E-05;0,06893341124548866
GA;Sphere;10;0,1;0,9;80;80;(-0,001527890671076028, 0,00016090122093631218, -0,0011041680461826545, 0,00010383677209315672, 0,0016865761417289, -0,001304434805017927, 0,0007964167747082401, 0,0014635662981907905, -0,0007569891952469779, -0,0006616498843651981);(0,008704607018614207, 0,00027994051944325583, -0,0062112395124938, -0,0008370228555008961, -0,0025716967822442057, -0,0079024916701347, 0,003629500374823325, -0,00039868551559437093, 0,0027794315148464825, -0,007488803416750472);(0,0006294124156011335, 0,0005164173676614913, 0,00027240535335463015, 0,0002757803265494945, 9,557182659193452E-05, 0,0011604897873703618, 0,0003808801801344179, 0,0005688843597859763, 0,00038606287653118374, 0,0025321393605589994);1,1923516696938515E-05;0,006738472953225769
GA;Sphere;10;0,1;0,9;100;80;(0,00014527310974333043, -0,0003425089626959029, 0,0007925166756201998, -0,00010000689191083656, 2,0500532269300396E-05, 0,00023661367275901133, 0,0007858343902589524, -0,00020903755503845768, 0,0002689469545055684, 0,0004477934991105534);(0,0006409759879581433, -0,0045707747412444995, -0,003938055232247003, -0,0003409703127045783, 0,002134720365722545, 0,0032500710645660008, -0,0020965710765416872, -0,0011211514173694124, -0,0015520085553423727, 5,7808393642533405E-05);(5,866619179291461E-06, 0,0004942019409111386, 0,00033946560577673206, 1,9246817436951683E-05, 4,917198758602746E-05, 0,00027562290221699924, 0,00010152926080480765, 1,975496775487291E-05, 8,551640778702722E-05, 6,4105760512221595E-06);1,766990897980722E-06;0,0013870597590589797
GA;Sphere;10;0,1;0,9;1000;80;(-5,917328309750294E-07, 2,3703282812181555E-07, 2,5539732408430736E-09, 1,1049833513886832E-08, 1,3570432061202508E-08, 1,3054369318798446E-08, -8,030728282775016E-08, -3,350934654478222E-08, 6,136902874568917E-07, 9,480898130711129E-07);(-5,458775166216148E-07, 5,254215631401381E-07, 6,435857583044069E-08, -7,204814055915973E-09, 1,7761152576121104E-08, -2,2688290080035595E-08, -8,485163288354249E-08, 5,3358458965820544E-08, 1,6556849268669882E-07, -7,563781962238466E-07);(5,058608934364733E-11, 7,585045693252694E-12, 2,0631731977134E-13, 6,179726175244768E-15, 4,298593832507143E-15, 1,1019636259016531E-14, 3,721276557082465E-14, 5,657387260176768E-14, 4,667707994378179E-13, 2,3177280273750355E-10);1,6898776981949626E-12;2,773843370247308E-10
