Algorytm;Funkcja testowa;Liczba szukanych parametrów;Prawdopobieñstwo mutacji;Prawdopobieñstwo crossover;Liczba iteracji;Rozmiar populacji;Znalezione minimum;Œrednia wartoœæ znalezionych parametrów;Odchylenie standardowe znalezionych parametrów;Wartoœæ funkcji celu;Odchylenie standardowe funkcji celu
GA;Rastrigin;5;0,1;0,9;40;80;(-0,9947145792658563, 0,00035000327404463534, -2,570038128736304E-05, 4,3059568557555225E-05, -0,0002369327320854073);(0,2987198708176281, -0,09955473650720947, -0,09964660107199122, 0,05013290384496788, -0,397982017088953);(0,9484547710780068, 0,40647861622102066, 0,6148998205730779, 0,8830726963366743, 0,5626872423064821);0,9950068076452965;3,532742844444786
GA;Rastrigin;5;0,1;0,9;60;80;(-0,00011540613631560114, 0,00015030997288429594, -0,00014611726929417875, -0,00025141104353869614, -1,1111562033339637E-05);(-0,2984961400672791, 0,14926831792327006, 0,049717276205281914, 0,24869755871985513, 0,0994806770940306);(0,6357168703946283, 0,44538881814958653, 0,6747366086660782, 0,6121973810351082, 0,4063727355225615);2,3924673939745844E-05;2,8356651927499805
GA;Rastrigin;5;0,1;0,9;80;80;(-4,2749426576760623E-07, -3,207919483187627E-07, -7,305070422137784E-07, -7,304127458254852E-07, -6,362963429261113E-05);(-0,1492841037407692, -8,044136314032979E-07, 0,24872275006134523, -0,19899860827231855, -2,995292112402681E-05);(0,8622235040826763, 0,5209966561816671, 0,19538896683688253, 0,47928734989487404, 0,7292177708188086);8,035044487542109E-07;2,7859109756558404
GA;Rastrigin;5;0,1;0,9;100;80;(6,560020891380347E-06, 3,7398649442650926E-05, -1,5660031439186752E-06, 7,41927177392764E-07, 0,0001208282653162934);(-0,14923450099739144, -0,04970391179841413, -0,09950922415391776, -0,29847224291781926, -0,04973108815694942);(0,5496856491025707, 0,36211183858904755, 0,7189864970988094, 0,4272507298111861, 0,6747839141839763);3,183035325093897E-06;2,736145353927819
GA;Rastrigin;5;0,1;0,9;1000;80;(-1,9461918522255646E-09, -1,4860220153502899E-09, 3,0802834619162492E-09, -9,989126388446826E-07, 7,280107526863295E-10);(-0,24873859173956614, -0,14924366071589784, 0,09949758129143653, 0,04974799397006422, 0,09949538418733096);(1,0290161026832731, 0,34126991854508804, 0,5106003089831537, 0,3621108413678716, 0,6148059198193097);1,979643116101215E-10;2,8356323122421436
GA;Rastrigin;10;0,1;0,9;5;10;(-0,37199177709894043, -1,8417857893571121, 0,9759469624389497, 0,9031885385494586, -0,9568965403507328, -1,0733068089043485, 1,077416599202383, 1,1897442048703577, -0,017289354829245707, 1,9001987691258648);(0,4871045648052574, -0,8207692640955317, -0,014209515353423996, -1,0482236275886954, -0,6905757563353923, 0,4445470027560936, 0,31741847220809455, 0,6380447951444564, 0,503995878798453, 0,10546776440519197);(3,8758164043194947, 7,630130968100468, 3,884253305131763, 4,31940366970157, 5,124109478367058, 4,67322178497446, 4,786014471515891, 4,556512695326711, 6,033844437967836, 4,3908198237970035);47,7767601648125;103,6776667547642
GA;Rastrigin;10;0,1;0,9;10;10;(-2,9430640551650677, -0,042291334577512496, -0,8855808815773942, -2,1726277883865523, 2,1025871439597488, 2,9955518836161112, 0,07301735228459742, -1,9657411509917062, 0,09288978880339506, -0,0033898403882864914);(0,8289272736796303, 0,6049007890266864, -0,4466264005944831, -0,24683271010511199, 0,4451859223199719, -1,0042109367217293, -0,06339456171431979, -0,17166034158893037, -0,615322219657408, -0,21324593844087766);(7,234361903411483, 3,9783613064293313, 4,5476256282147, 3,941381079527104, 3,541195440540348, 5,804546080588815, 3,9361795380490716, 4,342816947726259, 4,529370982254749, 5,603034010824878);45,159826348214246;95,4837855752727
GA;Rastrigin;10;0,1;0,9;20;10;(-3,0518602533489028, -0,7223990807959918, 0,12800559762558303, -0,08135620370939148, -1,1995052667773693, 1,0771979508566711, 0,03620215391120428, 0,891529860311364, -1,0021033160707251, -1,8147678355787948);(-0,4263713200465399, 0,30550420282586527, -0,5127579945866068, 0,05680209126552016, -0,3289084554238776, -0,4071317344199531, 0,0016689825633810385, 0,001685381819941298, 0,48465209021940403, -0,36407981344627965);(4,797691732754545, 4,552474209326682, 5,4391905637742255, 5,809378913247577, 6,616750188023895, 3,564706725835316, 4,627527919821751, 4,464806536676658, 6,425347425494632, 3,3767534813774227);50,713463082122786;77,68084073827302
GA;Rastrigin;10;0,1;0,9;40;10;(0,9780861992666087, -0,011951486374805698, -1,0506051786521116, 0,031174387411225905, -1,983046740302999, -0,9900301326042346, 0,14101894154051287, 0,9942836797250011, -0,8914024567437129, -2,9410494591107867);(0,33817970626327176, 0,9757109887619808, 0,04926092096707999, -0,6473521192647124, -0,3684764918995414, -0,40688840388288644, -0,2972285798301708, -0,6125466884960471, 0,43939205495056904, -0,4898377480117967);(4,137953371171369, 3,3901265790561355, 6,715213068997773, 3,696435784008065, 6,2485786138868695, 3,0710704115775487, 5,061469303406529, 5,435788654759619, 2,2249516080039817, 1,9883222205871416);24,917452018860573;55,702332161623815
GA;Rastrigin;10;0,1;0,9;60;10;(-2,9537128927223, 2,0026661678752817, -1,0040951765784938, 1,0271438397700285, -0,03318181157552301, -1,012443633791297, 1,9784073488634089, -0,018085566871038558, -1,980573252911396, -0,032136487789498125);(-0,5391690021723488, 0,19667315434633573, 0,14713356519971682, -0,006360300011850328, -0,8503192434191702, 0,2435998188088276, -0,05814205732410569, 0,49245828233893185, 0,19054769397127416, 0,35200448292275066);(4,096586979953231, 6,300877389784625, 3,7656917205317715, 4,256137854589238, 3,7847263644774443, 4,24319378065198, 5,5824291752228925, 5,155783839000977, 3,5017651092655417, 6,068628983663736);24,91338262119318;47,81170494720327
GA;Rastrigin;10;0,1;0,9;80;10;(-0,014011299632425457, -0,001895838667469527, 0,9873197502422801, 1,9834023124976474, -0,996478853501997, 4,157444388228938E-05, -1,989880371667965, -0,9957821570657842, -0,0056398597862697755, 0,9930573137365754);(-0,4978674254300328, 0,3563693858963934, -0,7466619684974157, 0,39495963321408983, -0,5017915975514918, -0,1514985411764016, 0,10531685385405913, -0,14679852446793065, 0,09708628579465697, 0,24364644532183588);(5,59126807139538, 4,911451470538084, 4,168177331984462, 4,739805628756536, 4,67832278002481, 5,208252294751422, 5,414472984656051, 4,620183881985529, 4,82047541374399, 5,257625953601931);12,006699522276364;49,40519479256791
GA;Rastrigin;10;0,1;0,9;100;10;(-0,9869805250541345, -0,9933265529529612, 0,9959177724070312, -0,0052591451612708055, -1,0002097300488972, 1,9999720025566505, 2,9886804348628715, -1,9877192538307793, 1,9944378131769511, 0,9896809097472478);(-0,4972730217250108, -0,6989918779473001, 0,1471704924985707, -0,7466182706468427, -0,05053088769058919, 0,3976976251875151, 0,39767326153322785, 0,1997873650477702, 0,1998484587775246, -0,14688223096149597);(5,0464158448777106, 5,853160632361612, 4,19986902917829, 3,101427460073896, 3,7025828938405567, 3,487611031034947, 2,442502742684071, 5,067002298173564, 4,54659131090273, 8,138819674496599);25,92664693125589;45,39598354074271
GA;Rastrigin;10;0,1;0,9;1000;10;(-1,9901326258185408, 0,0004116360432349984, -0,9952490531188852, -0,0003429110356464233, 1,9900227718181795, -0,9949518499474093, -7,379507929101907E-06, 2,98486800980454, 0,9952004845880893, 1,989879936778786);(-0,6467104411889089, 0,3481827073989838, 0,796039004642008, 0,19903925069365788, -0,3978912365489844, 0,09952463078981358, 0,39791639543141794, -0,09951868422047463, 0,6467549934242725, -0,39793966159855687);(7,843535330933743, 4,6138606337301695, 5,272522110338699, 3,50112087292941, 4,105523921503156, 3,8452803088300684, 3,6889223875368136, 4,88700420132799, 5,34279670218968, 5,668857336550299);23,879069545365013;48,70317554416944
GA;Rastrigin;10;0,1;0,9;5;20;(1,879148868752464, 1,023065675737456, 2,0071289620737764, -0,9168166119180392, 0,7877015855219612, 0,2263295346268377, 0,1782573429989045, 1,1642991776439642, -2,03498361212721, 1,0208167509341965);(0,8487715477690942, 0,6062924766362695, -0,18407537903181728, -0,07709351846432318, 0,10966441858791778, 0,03268283311266583, 0,010017679313779438, 0,31099464341670446, -0,20641551555591403, -0,4007628331054689);(1,4593588551758179, 2,5305919256952762, 2,638647171822151, 3,359460440721028, 3,2750913467646923, 3,461944978094041, 2,072000432174284, 3,391782014743629, 5,057951723073774, 4,239849204276236);47,89880216935286;71,86986234762318
GA;Rastrigin;10;0,1;0,9;10;20;(1,1885584615183498, -1,0898651527865804, -1,101538221485969, -1,9580136704611855, -2,9373543106568185, 1,0075775141318237, -1,0674649911440666, -0,9654385390108267, 1,0904584943962328, -0,908069080778354);(0,14091023662467345, 0,4690552981603968, 0,32173463040568934, -0,9929697551702599, -0,5941036988764704, 0,09857756905224493, 0,33014618443086563, -0,0018067354132434098, 0,318819071706159, 0,10215863216078006);(2,649685113429887, 4,5149730837487905, 2,0406946134044737, 2,565520648113213, 1,7911787574204545, 2,773597506337923, 3,1351066300290724, 2,664412607382286, 4,410601273828465, 3,452344559283587);36,56654345456326;60,504279836391824
GA;Rastrigin;10;0,1;0,9;20;20;(-0,01811868245326549, 0,9616954205455237, -2,0531055242695175, 2,973364115863489, 0,06034914185338765, 0,9825873710415438, 0,06573330448095448, -1,0534680069399114, -0,06874572668709894, -2,0323741567233027);(-0,10170742410043979, 0,46163516191348614, 0,07120987242769031, 0,9109701189615544, 0,26743664831249586, -0,2785945729325305, 0,3934965650508208, -0,5935302591518885, -0,12546891818336445, -0,20175560192231737);(3,1208106679671523, 3,2244591889008407, 3,2732935725024346, 2,2498731842155952, 4,856940676187209, 1,8172921946317215, 2,595732779898598, 3,687608967394933, 3,676693676397324, 2,668403442989675);24,53866494390276;43,063370243229016
GA;Rastrigin;10;0,1;0,9;40;20;(-0,9942173343414817, 0,018360539664342566, 1,0077708607096019, 1,0128427352076135, 0,9908816329814605, -0,014047655884702552, 0,028405047119603503, 0,003023387484899512, 0,9824821041951203, -0,9695711826152651);(0,39553774183395907, -0,5050286811035161, -0,303431244946235, 0,6027001740554004, 0,2005668972554032, 0,5468004409798641, -0,1000756917481076, -0,30360947499916335, -0,3516057406193232, 0,6981277170956197);(3,7846236698274507, 2,233934467217695, 1,1557971044903472, 1,7121089613355878, 1,5378150702015314, 2,1462868339498167, 3,41415772272314, 3,432046090538422, 2,9160964456682628, 3,232544046151677);6,4946903447256545;27,00698796247811
GA;Rastrigin;10;0,1;0,9;60;20;(0,004924708990887927, -0,013471420624022276, 0,001976259630324285, -0,003112373256540491, -0,9974822472808794, -0,01273843411723044, -1,9891431786512488, 0,001548081338904047, -0,9937586088308356, -1,9907502411679907);(-0,5964407384991639, 0,39658528618402933, 0,3985240238648835, 0,19738699747483796, -0,6463494102965455, 0,34912314009764517, 0,15082500867264048, -0,44362395624937595, 0,39582204300765345, 0,002818294136610777);(3,0651770604295177, 2,4321286266399627, 2,426557083909748, 5,170139910222193, 2,422648798662973, 1,2833597762040114, 3,267646314835042, 4,220289125529117, 2,029906582133201, 3,112569226699794);10,027526589804452;29,888069281342847
GA;Rastrigin;10;0,1;0,9;80;20;(0,9950340547034754, -0,9948499252267704, 0,992041720396161, 0,9948470376290951, 1,9888785241158946, 8,596732918819076E-05, 0,9973039148357978, -0,9920148636146138, -0,001476935841751478, 0,9937268380760698);(-0,04927849373952, 0,29976866454615547, 0,19765511979099548, -0,3485472755083576, 0,15020847560005907, 0,14905334432191433, 0,19949069635611041, 0,6459937368216648, 0,0997623981467118, 0,2977545735720547);(3,797701549945055, 2,928785416731804, 2,876203790848587, 2,6348318725903903, 1,9030692959161168, 3,0530910730082335, 1,106302003037831, 2,948723338633033, 3,318662431639486, 1,5696292333001238);10,949992742715992;25,846389249105442
GA;Rastrigin;10;0,1;0,9;100;20;(-0,004085127088269289, 0,9952386433757843, -1,9883462057952044, -0,004518331015978077, -0,9991950228049747, 0,9975204284297643, -0,0008789187170550955, -1,9876504818320784, -0,0016362576867836078, -0,0007051831060137462);(0,0998016039379431, 0,34888952713181387, 0,19965937922795224, 0,049552395733244305, -0,14901397879119668, -0,0003568357026903224, -0,29802366967485366, -0,1990508512562601, -0,00019468031276980113, 0,7966142185092532);(3,6361293744642422, 2,2148406841634727, 3,0827160740774433, 3,383150300990819, 3,2593168674198942, 3,8574020006170144, 1,8858099246076645, 3,500756318672913, 3,754844216881079, 3,292440733729211);10,95905786527328;31,404649774169297
GA;Rastrigin;10;0,1;0,9;1000;20;(0,9949932972356209, -2,453405370783597E-05, 0,0001234329276684599, 0,9949185976840936, -3,404666241087406E-05, -1,7345731988227495E-05, -0,9949580308324711, 6,37567151253605E-06, 2,984855729896153, -2,6987194343493112E-05);(0,5472281341954226, 0,29847063953986785, 0,09948749209718163, -0,24873090322001232, 0,2984905767957081, 0,44772708346363893, 0,298470185695528, 0,49747315276716986, -0,49748163647333393, 0,6467549558223553);(2,342093967682398, 4,491135209598546, 1,5526107983695716, 2,0710544827047963, 2,3028980900253124, 2,1335643548703573, 2,928129373483601, 2,4488166705626786, 4,011789658998569, 1,48769082474389);11,939482553223158;26,36635395197543
GA;Rastrigin;10;0,1;0,9;5;40;(1,0713413560999934, -1,097853199566761, -1,0434324682243379, -1,0493903232414263, 2,07205672881576, -1,6831006108264148, -1,8886752935919247, 0,01820695155842865, 1,1409927104139266, -2,0628567409083454);(-0,024068509582991338, -0,5667793480588481, -0,3291307237481977, -0,11448105175121029, 0,5048075144024949, -0,13689566829117314, 0,47521924189404086, 0,15296364624524125, 0,02754483275928408, 0,5085359312873892);(3,5087773913969036, 1,4417675884942796, 2,7382562152323366, 2,6360107120263314, 2,9059306534071045, 3,1715285017743544, 3,392997260182991, 4,3385543452849955, 3,887529488045928, 2,9281137042452476);46,406404682352814;67,5101720686842
GA;Rastrigin;10;0,1;0,9;10;40;(0,1819891954652783, -0,9037396387434751, -0,035042502253449015, -1,0761154000601503, 0,06872839340394901, -0,028095603437795436, -0,11131662783526615, 0,20970875090577257, -0,9101697519762426, -1,0617170211009377);(0,26611071471641046, -0,23366857559751558, -0,6373896275338694, -0,10888079943325768, 0,12136673958829307, 0,36880051373752065, 0,29954127213998144, 0,13293111393882268, 0,08619202515302156, -0,40945340920153334);(1,2883980735467844, 1,2828356581163416, 3,2755852912685444, 1,7914575237391235, 3,47163582247416, 1,4961610928413704, 1,4479671499793425, 2,6410449650397076, 1,8423695025675664, 2,951359417333882);26,229781729927907;41,386505696774165
GA;Rastrigin;10;0,1;0,9;20;40;(-0,07794874643333197, 0,0631898762368869, 0,970164464685816, -0,9587759430537737, -0,004178132021754391, 1,0256877331007654, 0,9801356396520315, -0,9905569969912055, -1,0393188722263103, -1,085927695800541);(-0,13127032729143442, -0,08737892565580997, -0,20180776996785718, -0,4508300311354124, -0,1505398458201322, 0,5068200344440994, -0,5430849023704934, -0,05618280342247426, 0,07393843169473625, 0,2940586718616277);(2,4778045109294564, 1,4896180095746634, 1,638821393492992, 2,26015122163897, 1,4057331355006895, 1,576185840988775, 1,543965083472013, 2,0471896531503853, 2,6623828966858953, 2,962106311682647);11,540923527881404;25,988262762275973
GA;Rastrigin;10;0,1;0,9;40;40;(-0,011168429118318085, 0,9840346769257621, 0,9989325312740494, -1,982908819516457, 0,012633114699387459, 0,9992347313584845, -0,978050106378632, -0,009141801857480956, 0,003956422517377392, -0,9808495945543609);(0,19775386904870593, -0,2475032276529711, -0,4491158987701046, 0,04853571112875934, -0,10082761940163273, 0,14881244586269213, 0,15116844265814655, -0,5997664757440458, 0,0012978561858708326, 0,3517490330937799);(1,6215234865740906, 2,2741130727558083, 4,426579639033168, 2,230854154052703, 2,300427319978752, 1,9029277372928157, 1,4783253803133931, 3,3715709624165497, 1,4638941367027392, 2,0093589025810714);9,166771553882725;23,126834100427068
GA;Rastrigin;10;0,1;0,9;60;40;(0,9979927069677287, -1,994945261239052, -0,00669391842994017, 0,9959683999724523, 0,0015631327752783364, 0,0019417023144947976, 0,003643655025581355, 0,001642564621928304, -0,004263713826403734, 0,9925928224335624);(-0,49680043723630396, -0,1998200569325003, 0,04961930152119746, 0,1993233666853712, 0,5470708284857505, 0,24751871154280763, 0,10119532992126293, -0,24917934102699313, 0,04871763155242294, -0,3487169098429276);(1,8252268976028205, 1,4149634382919696, 1,8230264547501023, 1,103858669554797, 2,0288081229871353, 2,278542153828152, 1,7568391012139513, 1,8640433288270248, 1,5086847796424558, 2,5318918422468357);6,989760885011208;18,23706077644922
GA;Rastrigin;10;0,1;0,9;80;40;(-1,9898241613500713, -0,9940030847042467, -1,9902324276205627, -0,004899131318724064, 0,0024282375453837488, -0,0037825820679010997, -0,001465677199837217, -0,00040979479379657686, -0,0022424569094979738, 0,006223364492578501);(0,597202418472581, 0,049922500043661854, -0,09984270887005627, -0,19982535196839143, 0,04996321876640684, 0,00043759802574172676, -0,2984674287076251, 0,19921689793905412, 0,09942347090351325, -0,04961229964788812);(1,6038979823922705, 0,8836616314693048, 3,4280806183786185, 2,0433150687458763, 1,7163439672488903, 1,771963939684339, 1,2607262652729707, 2,4587429666536975, 3,3248694292961014, 4,214871435104516);8,97273378777345;22,24456250856064
GA;Rastrigin;10;0,1;0,9;100;40;(-0,9955271360392309, -0,0003612760167866402, 0,9953052597610593, -6,129206244569931E-05, 0,9936289237401956, -0,9949151047737461, 0,00075752633576337, 0,9950711047688557, 0,994002973748038, 0,9960896060587969);(-0,24803255196091176, -0,04960026606561379, 0,6468561011682312, 0,39804110323355657, 0,19918108177370084, -0,2489758056465603, 0,00010974609229513765, -0,14941054101213255, -0,19927681956943646, -0,5473855263833144);(2,487156480826276, 1,5100487134706422, 1,383739047258059, 1,7091822715238216, 1,9378255279491627, 2,800056503446928, 1,249932121761221, 0,966746143158932, 2,6673702529271486, 2,3422213308594646);6,965730000229456;19,3052769988226
GA;Rastrigin;10;0,1;0,9;1000;40;(0,9949537697346671, 0,9949586380212363, -0,9949615136432628, 0,9949491914909607, 0,9949588753372686, 0,9949572298286611, 0,9949573758980615, -1,7402844571011103E-07, -4,6809896091633914E-06, 0,9949292760159947);(-0,24873801126743827, -0,3979780582102709, 0,14924394493916232, -7,568951201167268E-07, -0,3979813905193931, 5,994726873903567E-07, -0,24873813048655408, 0,14924468583957237, 0,0497462856426438, -0,09949485833736418);(1,966825684739505, 1,8131480727090399, 1,487511030944012, 1,1462454524278103, 2,3341650622800962, 1,0420422585911857, 2,38366391144855, 1,6959136959531067, 2,7587913700412545, 2,1778337493586815);7,959672656801288;18,456462366630454
GA;Rastrigin;10;0,1;0,9;5;80;(0,8186845260806721, 0,7688732644114249, -1,8839193898198434, -0,06350946837528784, -0,11236411246915567, 1,945580571165152, -1,0968901408342133, 2,950744495148431, 1,0461015940911116, 0,0492492837931795);(-0,41294226655492255, 0,25398660926589406, 0,5028809126572419, 0,24319917698931565, -0,33408802066611976, 0,3500834592727952, 0,19373325847828327, -0,43423212091529545, -0,11564808288266196, 0,5313526524076729);(3,327237167620968, 2,532827420677903, 2,2579734215482254, 2,1398008610899173, 2,5603463377090665, 2,2297852855692106, 1,9099590447456785, 2,688041341235384, 1,1522071765270057, 2,9481911868288964);43,71549815219798;58,80774213750489
GA;Rastrigin;10;0,1;0,9;10;80;(-0,9813846538735632, -0,04400844770724133, -0,09401529065160069, 1,030871675129632, 0,8948759973919453, -0,14553175034303076, -0,9553028815266154, 1,0043704716274393, -0,005193461937089923, 0,9977475342112747);(0,16905826543153984, -0,02118005175870449, -0,13746336023360256, -0,1236130111249832, -0,15812024565850064, 0,13193274956488216, 0,06109080482124048, 0,05436186748589955, 0,03605930082647742, 0,1296363321788637);(2,03851466727884, 0,6367566783850219, 1,35561677328631, 1,8364871329571557, 2,0858659434473084, 1,7147970788390356, 0,7880619395194606, 2,7926044144068443, 1,0805421497756056, 1,4126292460969347);14,508224792561364;33,87645602738732
GA;Rastrigin;10;0,1;0,9;20;80;(0,9901519160652898, 1,0719557365936014, -0,032818174400243594, 0,04674537399200961, -0,9862841610734965, 0,0663411705757948, 0,9496116227731581, 0,052850933648361215, -0,046769595909361306, 1,0059881965992712);(-0,1993536225100373, -0,0189336184095788, -0,19515746356850464, -0,3563468123470588, 0,09159132288997007, -0,19352951366188947, -0,06596227488919407, 0,2821928457862762, 0,2905886416012927, 0,3552982242036793);(1,4351447239270014, 1,1825656244776477, 1,172975585643882, 1,703990259331413, 0,8123660962585744, 1,0206219844924511, 1,7735571588157693, 1,0562257514403903, 0,8494053389669365, 0,8749486138335323);9,065042540270355;16,9331421607235
GA;Rastrigin;10;0,1;0,9;40;80;(-0,003736545234025085, -0,0061347194729676514, -0,000354359243998615, -0,9938244456317874, -0,003216530522981572, 0,0036977111601085196, -0,9892182467782457, 0,0013150740000068325, -0,0005116865462881258, -0,9845515211526813);(0,09960470338233783, -0,09906770561372027, 0,3490197104926279, 0,24820408545615016, -0,2479565518360644, 0,24930436087053623, 0,29775925198032416, 0,2498371545761664, 0,19963129047575598, -0,3447549027723193);(1,141835631071325, 1,1418216970753547, 1,1726245458821827, 0,9259270313094582, 0,6151270895146568, 0,9230654924695095, 0,9506379761354783, 0,7140192812080864, 1,6312948401632397, 1,173533462484166);3,0285378695913323;10,683165339286608
GA;Rastrigin;10;0,1;0,9;60;80;(-0,001788028155094071, 0,0008960436716391745, -0,0007763817387818325, 0,9896536432421861, -0,00041720739888592706, 0,00031568793142133745, -0,0012747677668919928, -0,998285462649654, 0,9937935224285884, 0,0009464404465153176);(0,547113309187863, 0,09834599746830375, -0,049570696964303045, -0,05027298493228146, -0,09980370229690146, 0,29906515313233306, 0,0002325052063733438, 0,3479229010403808, 0,09934053435445081, -0,34930741847141544);(1,1960091634544283, 1,7615314894279293, 0,882224562218947, 1,191585391194436, 0,9276079511123936, 1,0535715217185946, 0,9386430510609358, 1,905423667205927, 1,3448138482618415, 1,3842619406559575);2,9943870193504267;12,697240148808843
GA;Rastrigin;10;0,1;0,9;80;80;(0,0013024001001893442, 3,4365311052022424E-06, 0,0013253283170611757, 0,00024949982957879827, 0,995554780918509, -0,993646737767176, 0,9946315218220355, -0,00032227979268013385, -0,0016772982372041736, 0,9948848910437543);(-0,2984615578103125, 0,19908530524852455, 0,0501159242430102, 0,14951440139096578, 0,29853325008534315, -0,2985670697567339, 0,04969713580101068, 0,049599838998419465, -0,05029984659508846, -0,05007924031917255);(1,7817909892134798, 0,8955631547862458, 0,9873300287118117, 1,1753451807341762, 1,469428794336654, 1,0512348625727679, 0,8833877161429214, 0,883028954537554, 0,6746167421427667, 0,8821996457934259);3,9815463330034646;10,548919216822126
GA;Rastrigin;10;0,1;0,9;100;80;(-0,0026200937137541036, -0,0006281289755397795, -0,0004913608751415418, -0,9951700882293351, 0,0007776173182671267, 0,00078246503597684, 0,9953936564895985, 0,9952707893513283, 0,00017786474621644174, -0,0015243316425321077);(0,4474908559439596, 0,00020389539260847188, 0,1990758556529417, -9,743796857935028E-05, 0,29853752127592376, 0,00015860573180702254, 0,3481699931385353, -0,14923397879346942, -4,030334503863919E-05, -0,14914311414663203);(1,1953407259668234, 0,9381422570229135, 0,6877449962042306, 1,0421627721593913, 1,1565687458268132, 0,9374309623828017, 0,6536964691723254, 0,9667210562569009, 0,4166535020560341, 0,7576752255108387);2,9871396534014707;8,856100969670212
GA;Rastrigin;10;0,1;0,9;1000;80;(-1,2332463181534485E-06, -0,9949586347283006, -4,116558688739316E-09, 0,9949586459559991, -1,8138904960228184E-09, 1,605381811490058E-08, 1,4854778195449948E-10, 0,9949586356924149, 4,2844945894242305E-09, 0,9949666610888616);(-0,198993116633084, 0,3979818421277949, -0,34823224583077195, -0,4477298861173445, 0,24873940288240487, -0,1492437873000285, -0,19899096361275298, 0,397981905899121, -0,24873843824045078, 0,049746487650136985);(0,7919542488577547, 1,0837213770671728, 1,8001149285909173, 1,5083508346739973, 0,6122004736788823, 1,800117804424657, 1,3129716371235953, 1,7089443303143264, 0,9248091178913662, 1,0915376945076816);3,9798362414401964;12,934448349047717
GA;Rosenbrock;3;0,1;0,9;5;10;(0,2163667285559958, 0,0031532109152777044, -0,26402998281760964);(-0,17449055670520075, 0,44582002071870763, 0,3385920733189054);(0,6220784499594105, 0,5270075971154553, 1,1787522572939242);8,770124204916346;121,70911338310034
GA;Rosenbrock;3;0,1;0,9;10;10;(0,8176226821767116, 0,6506315385009543, 0,4212561089551034);(0,12247711452469852, 0,5442061938705607, 0,6657346893642749);(0,5959777273725738, 0,5067016001354017, 1,0680366206649285);0,18769902778301567;44,60836098147793
GA;Rosenbrock;3;0,1;0,9;20;10;(1,2544928739790462, 1,5729351804964764, 2,4839310708820905);(-0,010309542692301648, 0,5834133353087337, 0,9618749492104275);(0,7621757930482103, 0,6875607997191656, 1,5120196811749462);0,4027038656766463;49,72649766343769
GA;Rosenbrock;3;0,1;0,9;40;10;(0,9284351082531768, 0,8606151600225734, 0,7552259229596099);(-0,08794730921072828, 0,47080667869632375, 0,472435542650995);(0,4628662267935923, 0,2880213852288763, 0,7165908820066553);0,04596028358566436;16,397832684707573
GA;Rosenbrock;3;0,1;0,9;60;10;(1,137619712089924, 1,297358022376116, 1,6831508810555769);(-0,15975902987182786, 0,8270173126193763, 1,080785721630686);(0,9973206619987239, 0,4868215301956075, 1,0717002506782887);0,10837186236693941;22,818829811698784
GA;Rosenbrock;3;0,1;0,9;80;10;(1,0879010621313294, 1,1798141613582984, 1,3908737263587283);(0,29841703004350767, 0,37939137452176275, 0,625854875336654);(0,41554317515370387, 0,46213356805852324, 0,5263076051745493);0,04155784010594637;14,61900605293711
GA;Rosenbrock;3;0,1;0,9;100;10;(1,063319460503336, 1,1353303609026746, 1,2947364208664134);(0,016651512175421167, 0,422842100230891, 0,37308742332691885);(0,45025040899189905, 0,19976054237097335, 0,4336746651570877);0,02783521775051598;2,186209604211169
GA;Rosenbrock;3;0,1;0,9;1000;10;(1,0907050771642541, 1,1900211638267897, 1,416779077999475);(0,344106534529975, 0,6884702121045316, 0,6893889256746908);(0,5961641215500928, 0,22844489792622028, 0,6794117585011882);0,044389695834594366;1,3169414119066136
GA;Rosenbrock;3;0,1;0,9;5;20;(0,9252701573736912, 0,8987930870049669, 0,8351001542918792);(0,07880316850411757, 0,4610566397284206, 0,6648792828847631);(0,582628109637724, 0,36726354358459495, 0,38506492526755237);0,2722566263629574;13,832319400068133
GA;Rosenbrock;3;0,1;0,9;10;20;(0,9078099564562494, 0,8186277714799512, 0,6656126433433553);(0,0876953315325224, 0,626116164922495, 0,6499945189811365);(0,6478772643960052, 0,22986008205176783, 0,6782462808119721);0,046470214196492304;4,334309512105509
GA;Rosenbrock;3;0,1;0,9;20;20;(1,0375730608654405, 1,0775805510622654, 1,161350917803815);(0,3159583977277226, 0,8619366223891559, 0,9313817418276955);(0,7866376137277996, 0,1770808557590598, 0,4506022082862722);0,007537993819037951;2,171290144893656
GA;Rosenbrock;3;0,1;0,9;40;20;(0,9338349381668173, 0,8758715248591393, 0,766927391136243);(0,1674805357144794, 0,5853539330564974, 0,5617877496513733);(0,5846262713265017, 0,24167339046543818, 0,5368401141991185);0,02125286059529099;1,850371151657077
GA;Rosenbrock;3;0,1;0,9;60;20;(1,008372294672919, 1,0168566262990064, 1,032372069469344);(0,24095451545857705, 0,5886878369541007, 0,5611406021938052);(0,5536314638612496, 0,2265437772556024, 0,36716443032870766);0,0006185865072998642;1,497808393302988
GA;Rosenbrock;3;0,1;0,9;80;20;(0,9188034613739492, 0,8451874807647125, 0,7172012099157058);(0,27494828860585974, 0,5422593270781809, 0,5570998920462543);(0,4906761557968939, 0,2784152447765418, 0,7141860706043693);0,03147492330662332;1,4749470484864786
GA;Rosenbrock;3;0,1;0,9;100;20;(0,8981845483365126, 0,8059766173621653, 0,6495285199141274);(0,18639888652040676, 0,7544834509343181, 0,827065224502309);(0,7552632846190609, 0,27219636345652315, 0,9006248369275602);0,048069533927624315;1,7030801480147661
